Sentimento,Texto
0,Se vc quiser eu vou te dar um amor desses de cinema...🎶 #AltasHoras
0,Drauzio Varella dizendo que teve mulheres pacientes no presídio com 28 anos com 10 filhos #ConversaComBial
0,Bianca e a mamis dela #EDeCasa
-1,Olha a cara dele olhando as palavras da mae adotiva. To chorosa. #encontro
0,Você esta DISPOSTO a entrar nos BLACKS BLOCS ? #Encontro
1,AHHHHHHHH PODE DAR UM ABRAÇO NELE? HAHAHA #MasterChefBR
-1,O cara não tá deixando a Fátima fala kkkkkk #Encontro
-1,Esse pessoal do #VideoShowAoVivo é baba ovo de todo mundo mas se esquece da Cláudia Rodrigues
0,O meio campo é o lugar dos craques #VídeoShowAoVivo
0,Hoje tem  #MasterChefBR ^^
1,#MasterChefBR Yuko é  a melhor  1000 temperos e 1 reza toda vez é  isso !
0,"O Bial é um cara que eu nunca discutiria na vida, em hipótese alguma."
0,"O catra ""cantando""  parece eu quando to rouca e quero conversar mas n consigo kkkkkkkkkk"
1,#Encontro tem a Sandy hoje!!! 
1,Eu serei uma velha jovem tipo a Ana Maria Braga! #MaisVoce
1,#Encontro hj me fazendo ter um momento de reflexão
-1,Se Yuko sair eu desisto deste #MasterChefBR
-1,"Nossa, pqp, tô chorando junto com o Vitor #MasterChefBR"
1,Isso aí Vitor mostra pra que veio #MasterChefBR
0,"ALIMENTO TERMOGÊNICO NÃO EXISTE, GENTE. #MasterChefBR"
-1,Todos contra a Miriam!!! Se até o Bolsonaro for contra a Miriam eu tô apoiando ele! #mentira #MasterChefBR
1,essa saída foi maravilhosaaaaa #MasterChefBr
1,"Gui santiago cantando  sonha comigo  foi lindo  paralisei na frente da tv , terminem o programa com ele . #VideoShowAoVivo"
-1,"Putz, tomei spoiler do #MasterchefBR"
1,Muito bom o @Domingo_Legal de hoje 👏👏👏👏 #DomingoLegal.
0,ACABEI DE HACKEAR UMA CONTA COM  SHAWN MENDES FOLLOW E TÔ TROCANDO
-1,Q semana heim... primeiro Vitor B. Saindo do #MasterChefBR agora um dos casais favoritos saindo 😭😭 #PowerCoupleBrasil
-1,Aaaaaa NÃO 
0,Boa tarde so p quem deixou de estudar p assistir o ep de #MasterChefBR
1,@pefabiodemelo Verdade  falou tudo #ConversaComBial
-1,#MasterChefBR vendo esses pratos da equipe azul eu ja estou ficando nervosa😞😞
1,"Ahhhh Marcos e Belutti cantam tão bem, amando o #Encontro hoje"
-1,Nao sei se gostei dessa tinta preto petroleo na cabeça da ana furtado. 😕 #EDeCasa
-1,Da equipe azul só salva a Yoko. #MasterChefBR
1,"Gente, pq vcs não gostam da Sophia Abrahão? Ela é tão linda, tão meiga, tão apaixonante, tão amorzinha. #VideoShowAoVivo"
0,Mãe quando tá grávida quer comer o que? Tijolo! Kaksjsjsksksksmsm #AltasHoras
1,Caiu um cisco aqui. 😢 Hoje tah demais! #Encontro
0,Use meu código do #Uber e ganhe descontos: xdzh33z7ue #MaisVoce
1,Impossível não amar a @fbbreal ❤ #VideoShowAoVivo
0,Bora povo de casa todo mundo na #Quemsai pq a tia Ana Paula pediu 😂
1,COISA MAIS AMADA O THOMAS MEU DEUS AAAAA #AltasHoras
0,@benebarbosa_mvb agora no @TheNoiteOficial  #TheNoite
-1,@JenniMosello O #MasterChefBR também tá bem gore... Agora pouco tinha uma piscina de sangue na mão do moço. 😐
1,"GENTE, O POVO TÁ PISANDO SOBRE CRISE POLÍTICA NO ENCONTRO QUE COISA LINDA! &lt;3 #Encontro"
1,@SandyLeah linda q não canso de dizer e linda q não canso de olhar. Não sei se assisto o programa #Encontro com @fbbreal
-1,Quem já chorei assistindo #AltasHoras
0,@felipeemagalhae Fechou! Aguardando desde então essa encomenda chegar na minha casa 😂 #DomingoLegal
0,"#MasterChefBR leo disse que queria estar lá, pq nao se prontificou em cozinhar para o Vitor ????? Hein hein ???"
1,"@MarcosPitombo Ah, já estava com saudades! Como queria poder lhe dá um abraço!😆🙈🙈💙 Com certeza ficarei ligadinha no #encontro @fbbreal ."
0,Vem nina  Ou Joana #ConversaComBial
-1,#MaisVoce  esse programa ajuda a polícia militar usando nossos porteiros e infelizmente não temos o apoio de quem nos protege .
-1,"#MasterChefBR essa Mirian só quer fazer o que dá na telha, ô mlr chata"
0,"Ela vai reencontrar a mãe, mas não sabe 😂 #DomingoLegal"
1,@VideoShowasVIVO Mariana Xavier é muito parecida com a mãe Fabiana Carla. Incrível! #VideoShowAoVivo @RedeGlobo
1,Jesus amadooooo que clipe é esse... @maluma não é de Deus só pode... que homem é esse... ele é perfeito D+ gostoso D+ 😻😻 #TheNoite
0,MIRIAM É NECESSÁRIA NO JOGO PRA TER PIMENTA NO #MasterChefBR
-1,Repescagem já!!  #MasterChefBR
1,#VideoShowAoVivo minha primeira vez no tweeter e meu comentário já saiu! Amei/essa tv globo é 10 vídeo show é meu amor! Ota e Joca amo vcs
-1,"Que quadro horrível esse do The Noite, tira isso do ar @DaniloGentili #thenoite"
-1,Leonardo é bem cuzão viu #MasterChefBR
1,Morta com a Vanêssa da Mata kkkk #AltasHoras
1,"Que programa mais lindo ... #encontro , a Fátima Bernardes tem o dom de me fazer chorar."
1,"#MasterChefBR mdsss quanta emoção nesse programa,tá locoo"
-1,Fiquei com dó da Mirian 😢. #MasterchefBR
1,#MaisVoce Ana quê Blusa Linda!!! 🙌🏻
1,Catra deu uma aula de política agora. Que homem #TheNoite
-1,#Encontro
1,eu chamo de gatinha ekdjzjs #MasterChefBR
0,#AltasHoras Voto no Marco Luque pra sair da casa.
-1,CADÊ AQUARELAAAAAA #DomingoLegal
1,Sandy além de ser linda canta muito 
1,Poesia com rapadura logo no início do #encontro. 😍😍😍 Que lindo! @brauliobessa arrasa sempre!
0,Catra cantando sua nova música no #TheNoite e em seguida entra @KarynBravo com a notícia que abalou o país hoje. Tem como levar a sério? 😂😂😂
0,#MaisVocê bom dia
0,Quem mal sabe cozinha um ovo me segue 
-1,"Reapresentação do #MasterChefBR termina aqui, pra mim! Não tenho psicológico pra passar por essa tensão daqui em diante novamente!"
-1,Eu não entendo isso de ser necessário leis pra mães poderem amamentar aqui ou ali.
1,@taisdeverdade é a melhor pessoa!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #MaisVoce
1,"Fiquei emocionadíssima com o Bourguignon, e também sofrendo de desespero. Mas graças a Deus deu tudo certo.  @MChefVitorB #MasterChefBR"
1,Meu mozão Vitor B vai ganhar esse programa #MasterChefBR
-1,Nova: n pode deixar curto/ velha: n pode deixar longo. Ah va se fuder #encontro
-1,Começa logo #TheNoite caralho.
0,"Ontem 18/05, o #VídeoShowAoVivo consolidou a liderança isolada com 13 de média em SP 👏"
-1,Namaria tá me assustando 
-1,Mas a cliente tá toda cagada de spray hahahahahaha 
1,O teu sorriso ilumina os meus dias #FatimaBernardesNoVideoShow #VideoShowAoVivo
1,"Rindo com Ana Maria Braga, melhor pessoa. 😂🤣😅 #MaisVocê"
1,Fátima adoro se ver. Se fosse eu estava me escondendo #VideoShowAoVivo
0,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!
-1,#Encontro A corrupção está espalhada pelo mundo realmente. Mas daí comparar a nossa corrupção com a do povo japonês já é demais né? #ainao
1,porra essa cara e fodaaaaaaaaaaaaaaaaaaa #Encontro
-1,Por que a análise do Fogaça é quase sempre cortada? Fica aí o questionamento. #MasterChefBR
1,"#MasterChefBR time azul deu água na boca!! Frango recheado com espinafre, delícia!!!!"
0,vem que eu sigo de volta  @MariahDinda  #VerãoComDetremuraSDV #MafiaSDV #SDV?L=5222 #PrisonBreak #FinalCopaVerde #VideoShowAoVivo 5222
-1,vitor b não pode sair hoje  #MasterChefBR
0,#maisvoce Interessante: o profissional se torna caro para o mercado...
1,Ainda bem que eu só como a sardinha. E amo! Pq fazer...Jesus! Muito difícil!!! #MasterChefBR
0,mentira que deixaram o Victor terminar aaaa #MasterChefBR
1,#Jujunatrip no #encontro Família linda!!! Sou fã!!! ❤❤❤
0,#MaisVocê Ana Maria o FGTS não é Descontado do salário.  Só é informado.  Descontado e repassado é o valor do INSS.
-1,"Porra, só nego que não sabe nem fazer batata"
0,"Eu conheço como CHUP CHUP, isso que eles chamam de Din Din, Gelinho, Sacolé #VideoShowAoVivo"
-1,victor tomou 3 pontos tadinho :( #masterchefbr
1,Minha chatinha @luferreira no
1,@Lua_Blanco linda no #Encontro
1,Chega terça eu fico sedento pra ver  #MasterChefBR
0,"#Encontro Fiquei sabendo de imã agência de investimentos em Bit cons, será verdade? Alguém já ouviu falar disso?"
-1,A cor do cabelo da Ana Furtado era linda! Não deveria ter mudado. #ÉDeCasa
1,#VideoShowAoVivo Chico e Caetano.  Demais!!!👏👏👏👏
0,To vendo #AltasHoras .. Boa noite
-1,"#MaisVoce solidária e até o momento não recebemos o retorno da delegacia do bairro , a impressão é que a polícia não está nem aí para nós"
1,Que lindo #DomingoLegal
-1,"@MChefVitorB não sei pq você se foi, quantas saudades eu senti #MasterChefBR"
1,"Fatima Bernardes é MARAVILHOSA, não canso de admirar #VideoShowAoVivo"
0,Carlos Zara era meu conterrâneo e vizinho do meu avô. #VídeoShowAoVivo
-1,"As redes sociais nos aproximam de gente que pensa semelhante, mas pode nos afastar do nosso EU. Falta o olho no olho. #ConversaComBial"
-1,Eita que meu coração não aguenta esse episódio. #MasterChefBR
1,Maiara e Maraisa são maravilhosas tmb. O sertanejo feminino pisa muito né? #ConversaComBial
0,Flora e Donatela depois de 40 anos cantando Beijinho Doce na Rede Globo #Encontro
1,É cada abdômen viu #MasterChefBR
1,"Meu @MChefVictorV e minha @MChefDeborah estão salvos hoje, amem &lt;3 #MasterChefBR"
-1,#MasterChefBR mano cm a Miriam consegue dormir a noite sabendo que a maior parte do pessoal q assiste o programa odeia ela?
1,vai vitooooooooooooooooooooooooooor  #MasterChefBR
0,"#videoshowaovivo É o Nicolas Prattes, o Zac de Rockstory"
0,"#Encontro.  Tá tudo azul, com essa moça.  Hahahaha!"
0,A mulher teve 9 filhos.. nossa!😀 #Encontro
-1,"Eu não conseguiria ver alguma coisa que Eu fiz que me aparece , eu fico agoniada #ConversaComBial"
1,Genty esse #Maluma é TDB #TheNoite
-1,"@pefabiodemelo me perdoe, mas estou pecando enquanto assisto sua entrevista no programa do Bial. Eu vou pra o inferno! 🙏🏻 #conversacombial"
-1,Primeiro o Vitor B. Do #MasterChefBR e agora Nadessa 😭😭😭😭 #PowerCoupleBrasil
0,Ninguém saí da sala!!! Ana Maria está ensinando a passar roupa!!!  #MaisVoce
1,VONTADE DE SER ANINHA VIUUUU... ACHO QUE VOU COZINHAR! KKKKK #CHOCOBJS @masterchefbr #MasterChefBR
1,"#encontro João Vicente de Castro, meu amor supremo.💜"
-1,Aff! Os melhores memes tão saindo :( 
-1,"Deus me livre se cozinhar sob pressão, com alguém contando o tempo."
1,"Padre Fábio de Melo cantando ""TREM BALA"""
0,"esse vitor b é muito a cara do leandro do klb começo de carreira, só faltava ser vesguinho #masterchefbr"
0,Passaram a mão no frango cru e provaram o tempero? É isso mesmo? 😝 #MasterChefBR
1,Que bolo lindo #MaisVoce
1,#AltasHoras
1,"Caraca mano, @OdeCarvalho vai está no #TheNoite @DaniloGentili ? Vai valer a pena dormir um pouco mais tarde!"
1,Pesquisador da unicef sexy 😂😂😂😂😂😂😂😂😂😂 #TheNoite #MestreMandou
1,Vai ter Maiara e Maraísa no #conversacombial AMO
0,#Encontro
-1,A @marcela_mont no #VideoShowAoVivo.😍 Ontem eu Queria ter visto ela. Passei ali + não vi. Fica pra uma Próxima.
0,Consolidados - GLOBO (10/05):
-1,@MaiaraeMaraisa aaaaah eu tô ansiosa demais @MaiaraeMaraisa  #MaiaraeMaraisaNoBial #ConversaComBial
0,hoje tem #MasterChefBR
1,VOU DIZER QUE EU SÓ FICO BEM AO SEU LADO #Encontro
0,"A Miriam sempre sabe o que fazer, né? #MasterChefBR"
1,Eu quero chorar com esse neném lindo #AltasHoras
1,o #Encontro hj me fazendo ter um momento de reflexão
1,"Cara, a @PaolaCarosella é muito rainha! #MasterChefBR"
1,Curti muito os dois looks da Manu.
1,"Hoje @benebarbosa_mvb no #thenoite, com @DaniloGentili!!!"
0,Tenho sonhos adolescentes. Mas as costas doem Sandy me descrevendo #Encontro
0,Ana Maria Braga e Tais Araújo zoando mais ainda com os haters kkkkkkkk #MaisVoce
1,#VideoShowAoVivo me emocionei de mais com essa homenagem da @fbbreal uma verdadeira guerreira e vencedora !!!!
-1,#MaisVoce essas fritadeiras é engana trouxas.Usando FORNO tradicional o resultado é o mesmo e mais barato.Não gasta energia que é mais cara
1,#Encontro A irmã Galvao lacrando kkkkk
1,Looks maravilhosos no #VideoShowAoVivo
1,"pqp mano, o corpo do Léo é lindo demaisss"
1,Time azul tem que ganhar! So os lixao no vermelho #MasterChefBR
0,o #encontrocomfatimabernardes #encontro hoje vai render muitos memes
1,"Eu queria conversar com o Rodrigo Santoro, o cara parece super gente boa.. Papo bom. #ConversaComBial"
0,5
1,Aí meu coração. Vai #timeAzul #MasterChefBr
0,#encontro.
-1,Que roupa e essa que cabelo e esse ana maria #MaisVoce
0,"Uma vez, numa festa aí, numa casa, eu conheci um cara que faz programa e um dos clientes dele é o Nando Reis #Encontro"
-1,Equipe vermelha não é mais a mesmaaaaa! #MasterChefBR
0,A prova mais cabal de que o povão gosta da ordem e disciplina são as cadeias. No crime existe muito das duas coisas. #ConversaComBial
-1,Na vida eu sou essa lulu da palmeranea de @MaisVoce_Globo . Indignada c a pantufa de unicórnio da Namaria 😜 #MaisVocê
1,Momento mais fofo do #MasterChefBR 😍
1,"#MasterChefBR ou Miriam ou Leo saindo, p mim já tá bom"
-1,#MasterChefBR sobre a saída do douglas eu nem vo falar nada nao 🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼
-1,Justin Bieber parece meio idiota kkk #TheNoite
1,#MasterChefBR dessa semana com altas doses de emoção!
-1,@DaniloGentili dançando está pior que o diguinho kkkk #thenoite
-1,As pessoas insistem em criticar as decisões da @PaolaCarosella no #MasterChefBR. Esqueceram que a chef de cozinha é ela?
0,"Ansiedade por estar bem sempre, por sempre fugir do mau momento. (EU todinho) #ConversaComBial"
0,#Encontro Fátima benado
0,Por um mundo onde trabalhar de pijama e pantufa é liberado #MaisVoce
0,MDS DO CÉU BERG #MasterChefBR
-1,A voz do Leonardo dói meus ouvidos. Quanta prepotência nesse rapaz. #MasterChefBR
-1,"Meu Deus, tô sofrendo vendo o #MaisVoce"
1,HAHAHAHAHAHAHHAHAHHHHAHAHAHHAHAHAHABAHAHAHA um termo q o noivo lavaria louça pro resto da vida!! #Encontro
1,"O tempo não passa pra Tania Khalill, né. Está a mesma coisa que em senhora do destino, que linda #thenoite"
0,Olá @otacosta @Lopesjoca gostaria da participação do Fiuk no #VideoShowAoVivo. Obrigada!
1,Estou super me identificando #Encontro
0,Lembre-se: O time vermelho é: @MChefDouglas @MChefVictorV @MChefDeborah @MChefFabrizio @MChefVitorB @MChefNayane só os top!! #MasterChefBR
1,"Bial melhor pessoa ,mostrando os meme da internet sobre o Temer "
0,"As filhas de Fátima, uma faz ballet, a outra, dança. 👏👏👏👏👏"
0,Hoje Tem... aí tem que passar no mercado para não morrer de fome na madruga !  #MasterChefBR
0,Deixa eu comentar o ep de #MasterChefBR
1,"Gente o pessoal eh mt burro,a yoko eh uma das melhores ;-----; #MasterChefBR"
1,"Tenho paixão pelo trabalho e encanto pela beleza, mas cada entrevista do Santoro me deixa mais admirador do homem Rodrigo. #ConversaComBial"
1,"#VideoShowAoVivo Orgulho D junto c/ o Iluminador Paquetá termos incentivado, no JG, a Fátima encurtar os cabelos e c/ benção do cabeleireiro"
0,Queria tanto que a Miriam tivesse saído #MasterChefBR
1,"Irmãs Galvão ""Tem uma coisa aqui que vai dar muito PEIDO."" Kkkkkkkkkkk"
-1,"ele tem muita auto confiança, nada contra ter, mas não precisa ficar falando o tempo todo"
0,o tamanho da menina da direita kkkkj to rindo mas eu nao tenho nem um metro e meio #VideoShowAoVivo
1,"Eu tb não gosto de abóbora, mas uma vez me deram uma sobremesa que tinha abóbora e não sabia e gostei, mas no doce disfarça #MaisVocê"
1,O AMOR é tudo na vida! 💜 #Encontro
1,"As crianças de Meu pedacinho de chao eram talentosas, mas sumiram #VideoShowAoVivo"
0,Murilo e Léo Lins disputando força física no #TheNoite.
0,NaMaria já mandou o recado: parem com o bullying com a Taís. #maisvoce
-1,Ta todo mundo meio mal nesse dia. #MasterChefBR
0,Ontem já tinham dito que era a Fátima...rs  #VideoShowAoVivo
-1,Que dó do Victor gente 💔 gosto do bixinho.. #MasterchefBR
1,Vitor B seu fofo bb #MasterChefBR
-1,espero não estar certo sobre quem acho que merece sair agora... #MasterChefBR
1,É  AGORAAAA #ConversaComBial
0,Tenho um amigo paulista muito pessimista! Colocamos o apelido nele de tico pessimista #Encontro
1,@masterchefbr eu queeeero essas receitas!!! Bem que podiam disponibilizar pra gente #MasterChefBR
-1,"Catra e a Inês Brasil n tem cmo levar a sério, tem q levar p uma clínica e pra uma escola"
1,Eu adoro o Leonardo. #MasterChefBR
0,Consolidados - SBT (14/05):
1,Já estou ansiosa para que comece #encontro para ver minha linda  @SandyLeah 
-1,Não aguento mais a mirian #MasterChefBR
-1,Como que a menina diz que a Claudia Raia tava no clipe do É o Tchan? 
1,"@oserginho dizendo ""por favor"" e ""obrigado"", pro seu filhinho trazer o brinquedo.... q exemplo! #AltasHoras ☺️"
0,"BOTA A MÃO NO JOELHO, DÁ UMA ABAIXADINHA, VAI MEXENDO GOSTOSO, BALANÇANDO A BUNDINHA! ♪"
0,Vendo @benebarbosa_mvb no #TheNoite falando de #desarmamento
1,"Fátima Bernardes, que par de pernas ... 👌😍 #videoshowaovivo"
1,@Louro_Jose esse croquete é uma isca para todos nós!  @ANAMARIABRAGA  #MaisVoce
1,"Pára tudo Brasil 😮 REGGAE no Encontro Com Fátima Bernardes,  amooooo d+ Bob Marley 😍"
1,#conversacombial Bem que podiam sacar uma novela pra botar esse programa...
0,"AGORA DESCE, DESCE, DESCE MAINHA 🎵🎵🎵 #AltasHoras"
1,"#videoshowaovivo Chico Buarque de Holanda e' tipo um deus encarnado na terra!! Chego a orvalhar só com o sorriso dele,  gênio talentoso!"
-1,MIRIAN E LEONARDO: DESPREZÍVEIS. FIM #MasterChefBR
1,#VideoShowAoVivo @MarcosJRVieira3  F Apareceu também a sempre linda atriz Sura Berdichevsck #VideoShowAoViivo
1,Roda o Snapchat do Padre Fábio. Hahaha #ConversaComBial
1,"Irmãs Galvão no #encontro , simplesmente sensacional"
0,Consolidados - SBT (07/05):
-1,Nossa tô achando essa abertura  horrível #MasterChefBR
1,Retweeted Daniel Chagas (@danielchagas):
1,Elas Por Elas daria um remake luxo. #VideoShowAoVivo
0,Gente qual é a tradução de I want cool now ????#Encontro
0,#MaisVoce muito eu inventando moda
1,"Hoje é o dia que eu durmo bemmm tarde, graças ao Master Chef #MasterChefBR #foraMiriam #ForaLéo"
-1,"3 vezes que o @MChefLeonardo catinga o prato dos outros: peixe, sorvete e nhoque... e todos eles se deram muito bem... #MasterChefBR"
-1,Só eu achei a Vanessa da Matta antipatica ? #altasHoras
1,"Cartola, eu te amo demais. #conversacombial"
-1,Como assim o Vitor B corta o dedo e fica conhecido como herói guerreiro mas na prova de eliminação faz uma sardinha horrorosa?#MasterChefBR
-1,"Não acredito que o time  azul vai perder, não pode ser  #MasterChefBR"
0,que bom ela lê amigo. #MasterChefBR
1,Me emocionei com essa homenagem dessas criancinhas no #Encontro 😍
1,A Sophia vai dançar Carimbo gente aaaaaaaa amo essa mulher no #VideoShowAoVivo 
1,Chorei com a Vanessa largando uma p Ivete Sangalo 😂 #altashoras
1,O Otaviano Costa imitou o William Bonner e mudou rapidamente dizendo que era a Fátima Bernardes 😂😂😂 #VídeoShowAoVivo
1,"FATIMA BERNARDES NO MEU VIDEO É UM SHOW , NAO TO ACREDITANDO , AMEI 😍"
-1,#MasterChefBR já tô chorando
1,Fátima linda arrasando no meu vídeo e um show @fbbreal #VideoShowAoVivo
-1,"O Leo tem potencial para levar o programa mas, o comportamento dele não é legal... #MasterChefBR"
1,"Comendo um delicioso caldo de mocotó, com cerveja, apenas esperando começar  #MasterChefBR"
0,seguindo geral que me seguir agora... @MariahDinda #VerãoComDetremuraSDV #MafiaSDV #SDV?L=8630 #Eurovision #AltasHoras #TOPTVZ 8630
1,Quero domingo a noite logo fico imaginando a volta da galera depois do #Encontro 
1,Adorei a homenagem do #TheNoite aos 30 anos de A Praça é Nossa. Que linda homenagem. Adoro Seu Causaberto ❤️
0,Quem não tem esses Fantasmas da mente 👻  #ConversaComBial
-1,#masterchefbr essa tensão me mata
1,"#MasterChefBR Começa, começa!!😂"
0,"Yuko ""  "" O pênis. estava duro. ""   "" Vou cozinhar celebro e fígaro ""  hahaha. #MasterChefBR"
1,"@otacosta Você está lindo demais com esse look, amei o casaco, que homão... #VideoShowAoVivo"
-1,#MasterChefBR Não acredito q vc foi eliminada @MChefNayane 😢😢😢
1,"meu Deus, que fofura o Serginho Groisman e a família #Altashoras"
-1,Credooo qto sangueee #masterchefBR
-1,"Nossa, arnaldo antunes é muito chato ne, socorro #encontro"
0,Pra servir a comida dos lutadores tem que empratar numa Tupperware #MasterChefBR
1,"Eu, particularmente, não gosto de peixes e frutos do mar, mas fico emocionalmente envolvido e grato pelos pratos apresentados.#masterchefbr"
-1,#MasterChefBR ainda nem começou e nois já tá naquela de querer dar tchau pra miriam pqp
-1,tie tá a cara de uma doida no #encontro
0,IMPROPÉRIO:
-1,Memórias da querida @hebecamargo no #MaisVoce me fazendo sentir saudades e chorar! @ANAMARIABRAGA
0,Também acho que acabou pra você  #MasterChefBR
1,Eu tô amando essa vibe do #MaisVoce hoje hahahaha
0,"Eu iria preferir fazer a sardinha em lata, com toda certeza!"
0,Nao percam amanhã a segunda aula de como passar roupa no mais você com Ana Maria . #MaisVoce
1,Minha linda flor. Meu jasmim será. Meus melhores beijos serão seus. 🎵
1,@MChefVitorB espero de todo coração que ele fique... #MasterChefBr 🍛🍴
0,Uma loira no programa? Kd as crianças com seus cabelos loiros e o orgulho de ser loiro? Loiro Power ? Kd a Doutrinação política  #Encontro ?
0,#MasterChefBR vamos lá
0,Aquele momento que toca Slipknot no Mais Você #MaisVoce.
1,É hj q a Mirian sai em!! Tenho fé!! #MasterchefBR
1,"Hoje foi punk, 2 provas com ingredientes raros ! #teamFabrizio #masterchefbr #aBahiaFica #masterchef"
1,"gente melhor saída, melhor pessoa, @MChefDouglas saiu tombando!!! #MasterChefBR"
1,assistindo o último episódio de #MasterChefBR e me arrepiei quando o fogaca fala de Rondônia ❤️ sempre defendi a culinária regional
1,Time do Carlo e da Pri ganharam. TIMÃO LINDO! 👏🏼👏🏼👏🏼👏🏼 #DomingoLegal
1,Chegou a horaaaaaa!!! #MasterChefBR
1,Lindos os filhos desse casal😉 #Encontro
-1,"#VídeoShowAoVivo ainda bem que avisaram, ananhã nem ligo na globo"
0,"Áh, a propaganda. Eu compraria na mão d uma pessoa assim!kkkkkk #corretagem #odonto #odontologia #consultoria #SegundaDetremuraSDV #MaisVoce"
1,"#AltasHoras Gente, se você está em uma festa e toca as músicas do É o Tchan, todo mundo dança freneticamente e nem precisa estar alcoolizado"
1,É o Tchan e Vanessa da Mata no #AltasHoras querooooo
-1,Adoro #ConversaComBial
1,"@tha_iz maravilhosa essa mulher, ela é um exemplo. Os men ate que tentam, mas com Paola e Ana Paula #MasterChefBR é so das mulheres"
1,O @DaniloGentili pôs até os figurantes da praça 😄😄😄😄😄 #TheNoite
0,"Padre Fábio de Melo, o pecado não tá na Marquês de Sapucaí. #ConversaComBial @melo_fabio"
1,"Paola Olivera pisa de mais na beleza, meu Deus #VideoShowAoVivo"
-1,Jacqua deve saber q nem Francia tem o direito de dezir a todo o mundo como é a comida correta por Francia da chefs #MasterChefBR
1,"eu amo a deborah, só que longe do victor vieira #MasterChefBR"
1,EU TO AMANDO #masterchefBr 😍😍😍😍
-1,Olha a outra fazendo sobremesa de chocolate... 
1,Acho esse ator mirim fofo #VideoShowAoVivo 
0,"#MaisVocê Louro, ajuda aí, estão destruindo a pantufa da Ana Maria. Kkkkkk"
1,Eu estou ansiosa com o impeachment do nosso futuro Ex-presidente #ConversaComBial #ForaTemer
1,"Babo demais nos vestidos da Cissa Guimarães, usaria todos "
1,E depois Yuko diz q ela va utilizar  penis..que mulher #MasterChefBR
1,"Sophia, gata lindona do coração de vó! ♡ Toda trabalhada nas estrelinhas!"
0,#VídeoShowAoVivo Otaviano. Você não lembra de mlm você esqueceu de mlm
-1,"Acabei q assistir o ep #MasterChefBR pela gravação #sky e lamento tua saída @MChefDouglas 😟 não foi campeão, mas brilha mto e só começou 🙄👏🤗"
1,"Charlie merece muito reconhecimento por outros trabalhos q ele fez, não só por este #TheNoite"
1,Vi a tag PasmanterEPivaNoMaisVoce e corri pra ligar na @RedeGlobo né? Vivi Pasmanter é rainha @gshow #MaisVoce QUERO MAIS @MaisVoce_Globo
-1,alguem fez o time Azul ganhar pra mirian sair logo? #MasterChefBR
0,Olá @oserginho gostaria da participação do Fiuk no #AltasHoras. Obrigada!
1,Morrendo de amor pelo filho do Serginho. Coisa mais fofa! #AltasHoras
1,Há anos eu falo que eu queria muito ser amiga da Débora Lamm ❤️ e queria mesmo #Encontro
1,"Sandy, como que vc faz pra ter um rosto de 20 anos todo dia?? #Encontro"
0,Estou vendo o dia que alguém vai chamar o Bial de Jô nesse #ConversaComBial
1,@fbbreal sempre Maravilhosa! 👑 #VideoShowAoVivo
1,Nada Contra A Isis Valverde Mas A Bruna Linzmeyer É Mais Bonita Ela Tem Uma Beleza Natural #VideoShowAoVivo
0,"@TirulipaDSophia Oi Lari, além da Sophia Abrahão e da Vanessa da Mata, quem mais está no #AltasHoras?"
1,"Dia de #MasterChefBR é ótimo, mas vou dormir muito tarde E AGORA TÔ CAMBALEANDO DE SONO"
1,#MaisVoce o cara é fera
0,eu sou um homem cheio de dúvidas e muito vazio de certezas 
0,#MasterChefBR o vício haha
1,Joca lindo como sempre ❤
-1,O Bial é tipo um Jô Soares mas que deixa o entrevistado falar né? #conversacombial
-1,"Cês leram a nota da @MChefAnaLuiza no Instagram? Pessoas parem, apenas parem! #masterchefbr"
1,#VideoShowAoVivo Fátima lindaaa manda um oi pra mim😍
1,Treinando pra um dia ser @sophiaabrahao 
0,Quando vejo essas provas do #MasterChefBR eu já penso em colocar tudo com feijão e arroz!
1,"#Encontro A Tie literalmente me representado todos os dias quando me arrumo pra sair, não estou descabelada apenas tenho estilo."
0,a Polícia Militar do Brasil inteiro estava acabando com o programa #encontro há alguns dias atrás agr tá lá dando depoimento kkkkkkkj
1,Apenas morrendo de amores por esse novo álbum do @nando_reis e ansiosa pelo próximo show! #Encontro
1,#VideoShowAoVivo   Boa tarde 🌸Fátima  Bernardes  linda! @fbbreal
-1,"#EDeCasa Coloca pedra na ração para o cachorro 🐶 come devagar? Cachorra daqui come ração, pedra e se achar q estou enganando me come também!"
1,"@Hialley Foi lindo o #MaisVoce de hoje falando da eterna Hebe, Ana Maria mostrou imagens quando foi no SBT em 2010 mas confundiu com 1980 😂"
0,A Band está planejando para o próximo ano uma versão do #MasterChefBR com famosos
1,#ConversaComBial gosto muito das palestras do Augusto Cury
1,A moça rindo 😱😱😱😂😂😂😂 #TheNoite
1,Essa temporada do #MasterChefBR tá demais!!!! Tudo acontece!
1,Ainda dizem que o @sportrecife não é o MAIOR DO NORDESTE! #Encontro
